"id","parent_id","level","name","merger_name"
"15107967","15107","2","大灯总成","汽车用品,维修保养,大灯总成"
"15107978","15107","2","刹车片","汽车用品,维修保养,刹车片"
"15107993","15107","2","工具箱/工具车","汽车用品,维修保养,工具箱/工具车"
"151101051","15110","2","汽车窗帘","汽车用品,汽车装饰,汽车窗帘"
"151101053","15110","2","车载支架","汽车用品,汽车装饰,车载支架"
"151101079","15110","2","其它功能小件","汽车用品,汽车装饰,其它功能小件"
"151101081","15110","2","车衣","汽车用品,汽车装饰,车衣"
"151111106","15111","2","搭火线","汽车用品,安全自驾,搭火线"
"151111125","15111","2","摩托车手套","汽车用品,安全自驾,摩托车手套"
"151121138","15112","2","钣金喷漆","汽车用品,汽车服务,钣金喷漆"
"161141165","16114","2","拖鞋","运动健康,运动鞋包,拖鞋"
"161151169","16115","2","运动裤","运动健康,运动服饰,运动裤"
"161171197","16117","2","单排轮滑鞋","运动健康,轮滑滑板,单排轮滑鞋"
"161241275","16124","2","瑜伽短裤","运动健康,瑜伽舞蹈,瑜伽短裤"
"161241277","16124","2","瑜伽发带","运动健康,瑜伽舞蹈,瑜伽发带"
"161241287","16124","2","健美操鞋","运动健康,瑜伽舞蹈,健美操鞋"
"161251314","16125","2","马房装备","运动健康,马术/民俗运动,马房装备"
"161311435","16131","2","高尔夫棉服","运动健康,体育用品,高尔夫棉服"
"161311516","16131","2","羽毛球服","运动健康,体育用品,羽毛球服"
"161311520","16131","2","羽毛球蒸球机","运动健康,体育用品,羽毛球蒸球机"
"161311527","16131","2","网球服","运动健康,体育用品,网球服"
"171321548","17132","2","遥控车","玩具乐器,遥控/电动玩具,遥控车"
"17133","17","1","毛绒布艺","玩具乐器,毛绒布艺"
"171351568","17135","2","坦克/军事战车","玩具乐器,静态模型,坦克/军事战车"
"171371575","17137","2","潮流盲盒","玩具乐器,潮玩/动漫,潮流盲盒"
"171401598","17140","2","DIY玉米粒","玩具乐器,绘画/DIY,DIY玉米粒"
"171411601","17141","2","创意玩具","玩具乐器,创意减压,创意玩具"
"171431609","17143","2","变调夹","玩具乐器,乐器配件,变调夹"
"171461631","17146","2","秦琴","玩具乐器,民族弹拨乐器,秦琴"
"171481645","17148","2","架子鼓/爵士鼓","玩具乐器,西洋打击乐器,架子鼓/爵士鼓"
"171511674","17151","2","手卷钢琴","玩具乐器,键盘乐器,手卷钢琴"
"171531687","17153","2","科学盒子/实验套装","玩具乐器,STEAM教玩具,科学盒子/实验套装"
"17157","17","1","发光/充气玩具","玩具乐器,发光/充气玩具"
"17158","17","1","惯性/发条玩具","玩具乐器,惯性/发条玩具"
"17161","17","1","儿童变形玩具","玩具乐器,儿童变形玩具"
"181741773","18174","2","舞蹈芭蕾","彩票、旅行、充值、票务,票务,舞蹈芭蕾"
"191751781","19175","2","火龙果","生鲜,水果,火龙果"
"191751784","19175","2","香蕉","生鲜,水果,香蕉"
"191751786","19175","2","梨","生鲜,水果,梨"
"191751791","19175","2","桃/李/杏","生鲜,水果,桃/李/杏"
"191761806","19176","2","猪肉","生鲜,猪牛羊肉,猪肉"
"191771816","19177","2","海产礼盒","生鲜,海鲜水产,海产礼盒"
"201831850","20183","2","中大型轿车","整车,传统乘用车,中大型轿车"
"201841856","20184","2","小型轿车（二手）","整车,二手车,小型轿车（二手）"
"027","02","2","少儿","图书、音像、电子书刊,英文原版,少儿"
"0740","07","2","烹饪美食","图书、音像、电子书刊,生活,烹饪美食"
"08","0","1","科技","图书、音像、电子书刊,科技"
"01053","010","2","艺术/设计/收藏","图书、音像、电子书刊,港台图书,艺术/设计/收藏"
"11587","115","2","对讲机配件","手机,对讲机,对讲机配件"
"116","1","1","手机服务","手机,手机服务"
"218111","218","2","空气能热水器","家用电器,厨卫大电,空气能热水器"
"219121","219","2","电烤箱","家用电器,厨房小电,电烤箱"
"220148","220","2","电话机","家用电器,生活电器,电话机"
"220158","220","2","除螨仪","家用电器,生活电器,除螨仪"
"225234","225","2","迷你音响","家用电器,视听影音,迷你音响"
"326243","326","2","拍立得","数码,摄影摄像,拍立得"
"329277","329","2","专业音频","数码,影音娱乐,专业音频"
"537329","537","2","笔记本配件","电脑办公,电脑整机,笔记本配件"
"538340","538","2","刻录机/光驱","电脑办公,电脑组件,刻录机/光驱"
"540365","540","2","游戏软件","电脑办公,游戏设备,游戏软件"
"540366","540","2","游戏周边","电脑办公,游戏设备,游戏周边"
"649422","649","2","菜刀","厨具,刀剪菜板,菜刀"
"652","6","1","餐具","厨具,餐具"
"655468","655","2","咖啡具套装","厨具,咖啡具,咖啡具套装"
"7",,"0","个护化妆",
"756480","756","2","男士防晒","个护化妆,男士面部护肤,男士防晒"
"757495","757","2","其他美妆工具","个护化妆,美妆工具,其他美妆工具"
"759524","759","2","唇彩唇蜜/唇釉","个护化妆,香水彩妆,唇彩唇蜜/唇釉"
"861566","861","2","POLO衫","服饰内衣,男装,POLO衫"
"862599","862","2","吊带/背心","服饰内衣,内衣,吊带/背心"
"862604","862","2","保暖内衣","服饰内衣,内衣,保暖内衣"
"864618","864","2","袖扣","服饰内衣,服饰配件,袖扣"
"864623","864","2","装饰眼镜","服饰内衣,服饰配件,装饰眼镜"
"864632","864","2","毛线手套","服饰内衣,服饰配件,毛线手套"
"965642","965","2","瑞表","钟表,腕表,瑞表"
"966650","966","2","闹钟","钟表,时钟,闹钟"
"1069664","1069","2","增高鞋","鞋靴,流行男鞋,增高鞋"
"1070677","1070","2","妈妈鞋","鞋靴,时尚女鞋,妈妈鞋"
"1172689","1172","2","婴儿尿裤","母婴,尿裤湿巾,婴儿尿裤"
"1174709","1174","2","防辐射服","母婴,妈妈专区,防辐射服"
"1175735","1175","2","户外/运动服","母婴,童装,户外/运动服"
"1175738","1175","2","裙子","母婴,童装,裙子"
"1281780","1281","2","烟油","礼品箱包,火机烟具,烟油"
"1387825","1387","2","杂粮","食品饮料、保健食品,粮油调味,杂粮"
"1387829","1387","2","调味品","食品饮料、保健食品,粮油调味,调味品"
"1389","13","1","食品礼券","食品饮料、保健食品,食品礼券"
"1492866","1492","2","发圈/发绳","珠宝,发饰,发圈/发绳"
"1493871","1493","2","黄金吊坠","珠宝,黄金,黄金吊坠"
"1494882","1494","2","K金耳饰","珠宝,K金饰品,K金耳饰"
"14100912","14100","2","珊瑚","珠宝,彩宝,珊瑚"
"14103930","14103","2","蓝田玉","珠宝,其它玉石,蓝田玉"
"151091026","15109","2","镀膜","汽车用品,美容清洗,镀膜"
"151091045","15109","2","汽车改色膜","汽车用品,美容清洗,汽车改色膜"
"151101060","15110","2","车贴","汽车用品,汽车装饰,车贴"
"151111104","15111","2","摩托车头盔","汽车用品,安全自驾,摩托车头盔"
"151111116","15111","2","保温箱","汽车用品,安全自驾,保温箱"
"151111136","15111","2","摩托车尾箱","汽车用品,安全自驾,摩托车尾箱"
"151131155","15113","2","电子改装","汽车用品,赛事改装,电子改装"
"16118","16","1","骑行运动","运动健康,骑行运动"
"161201234","16120","2","游泳包防水包","运动健康,游泳用品,游泳包防水包"
"161231253","16123","2","运动护肘","运动健康,运动护具,运动护肘"
"161241284","16124","2","广场舞鞋","运动健康,瑜伽舞蹈,广场舞鞋"
"161251318","16125","2","空竹","运动健康,马术/民俗运动,空竹"
"161261341","16126","2","冰球手套","运动健康,冰上运动,冰球手套"
"161261342","16126","2","冰刀套","运动健康,冰上运动,冰刀套"
"161261343","16126","2","其它冰上运动","运动健康,冰上运动,其它冰上运动"
"161271347","16127","2","单板滑雪板","运动健康,滑雪运动,单板滑雪板"
"161281374","16128","2","户外袜","运动健康,户外鞋服,户外袜"
"161301413","16130","2","握力器","运动健康,健身训练,握力器"
"161311472","16131","2","铁饼/标枪","运动健康,体育用品,铁饼/标枪"
"161311484","16131","2","橄榄球鞋服","运动健康,体育用品,橄榄球鞋服"
"161311507","16131","2","足球训练背心","运动健康,体育用品,足球训练背心"
"161311514","16131","2","其他羽球装备","运动健康,体育用品,其他羽球装备"
"171381585","17138","2","多功能玩具台/游戏桌","玩具乐器,早教/智能玩具,多功能玩具台/游戏桌"
"171391592","17139","2","立体拼插","玩具乐器,积木拼插,立体拼插"
"171401594","17140","2","手工彩泥","玩具乐器,绘画/DIY,手工彩泥"
"171431606","17143","2","拾音器","玩具乐器,乐器配件,拾音器"
"171471639","17147","2","高胡","玩具乐器,民族拉弦乐器,高胡"
"171491652","17149","2","巴松/大管","玩具乐器,西洋管乐器,巴松/大管"
"171591707","17159","2","儿童仿真动物玩具","玩具乐器,仿真/过家家玩具,儿童仿真动物玩具"
"17160","17","1","油动/电动模型","玩具乐器,油动/电动模型"
"171631722","17163","2","摇马","玩具乐器,户外玩具/游乐设施,摇马"
"171631731","17163","2","飞盘/竹蜻蜓玩具","玩具乐器,户外玩具/游乐设施,飞盘/竹蜻蜓玩具"
"171651738","17165","2","水枪","玩具乐器,戏水玩沙玩具,水枪"
"17167","17","1","音乐玩具","玩具乐器,音乐玩具"
"18",,"0","彩票、旅行、充值、票务",
"181741771","18174","2","音乐会","彩票、旅行、充值、票务,票务,音乐会"
"191751794","19175","2","榴莲","生鲜,水果,榴莲"
"191771812","19177","2","贝类","生鲜,海鲜水产,贝类"
"191781822","19178","2","鸭肉","生鲜,禽肉蛋品,鸭肉"
"191811839","19181","2","肉制品","生鲜,速食熟食,肉制品"
"01056","010","2","少儿","图书、音像、电子书刊,港台图书,少儿"
"11471","114","2","手机贴膜","手机,手机配件,手机贴膜"
"11478","114","2","便携/无线音响","手机,手机配件,便携/无线音响"
"21793","217","2","平板电视","家用电器,大 家 电,平板电视"
"21798","217","2","冷柜/冰吧","家用电器,大 家 电,冷柜/冰吧"
"218107","218","2","蒸箱","家用电器,厨卫大电,蒸箱"
"221175","221","2","眼部按摩仪","家用电器,个护健康,眼部按摩仪"
"222190","222","2","果糖机","家用电器,商用电器,果糖机"
"222211","222","2","自动售货机","家用电器,商用电器,自动售货机"
"224224","224","2","洗衣机配件","家用电器,家电配件,洗衣机配件"
"224230","224","2","烟机灶具配件","家用电器,家电配件,烟机灶具配件"
"328262","328","2","智能手表","数码,智能设备,智能手表"
"328268","328","2","体感车","数码,智能设备,体感车"
"329273","329","2","耳机/耳麦","数码,影音娱乐,耳机/耳麦"
"434299","434","2","雨伞雨具","家居家装,生活日用,雨伞雨具"
"434302","434","2","洗晒/熨烫","家居家装,生活日用,洗晒/熨烫"
"435306","435","2","节庆饰品","家居家装,家装软饰,节庆饰品"
"542375","542","2","投影配件","电脑办公,办公设备,投影配件"
"542382","542","2","考勤机","电脑办公,办公设备,考勤机"
"543392","543","2","财会用品","电脑办公,文具,财会用品"
"545403","545","2","电脑安装","电脑办公,电脑办公安装,电脑安装"
"547410","547","2","墨盒","电脑办公,办公耗材,墨盒"
"6",,"0","厨具",
"648418","648","2","锅具套装","厨具,烹饪锅具,锅具套装"
"651438","651","2","玻璃杯","厨具,水具酒具,玻璃杯"
"651441","651","2","保温壶","厨具,水具酒具,保温壶"
"652448","652","2","筷子","厨具,餐具,筷子"
"757","7","1","美妆工具","个护化妆,美妆工具"
"758504","758","2","眼膜","个护化妆,面部护肤,眼膜"
"860537","860","2","半身裙","服饰内衣,女装,半身裙"
"860539","860","2","休闲裤","服饰内衣,女装,休闲裤"
"860543","860","2","短外套","服饰内衣,女装,短外套"
"860553","860","2","旗袍/汉服","服饰内衣,女装,旗袍/汉服"
"861585","861","2","工装","服饰内衣,男装,工装"
"861590","861","2","设计师/潮牌","服饰内衣,男装,设计师/潮牌"
"862603","862","2","商务男袜","服饰内衣,内衣,商务男袜"
"864641","864","2","领带/领结/领带夹","服饰内衣,服饰配件,领带/领结/领带夹"
"9",,"0","钟表",
"965","9","1","腕表","钟表,腕表"
"1175736","1175","2","裤子","母婴,童装,裤子"
"1177751","1177","2","靴子","母婴,童鞋,靴子"
"1281781","1281","2","打火机","礼品箱包,火机烟具,打火机"
"1385809","1385","2","北京","食品饮料、保健食品,地方特产,北京"
"1494878","1494","2","K金吊坠","珠宝,K金饰品,K金吊坠"
"1496886","1496","2","银吊坠/项链","珠宝,银饰,银吊坠/项链"
"14104938","14104","2","橄榄核/核桃","珠宝,木手串/把件,橄榄核/核桃"
"15107981","15107","2","底盘装甲/护板","汽车用品,维修保养,底盘装甲/护板"
"15108997","15108","2","导航仪","汽车用品,车载电器,导航仪"
"151081005","15108","2","车载影音","汽车用品,车载电器,车载影音"
"151081011","15108","2","车载吸尘器","汽车用品,车载电器,车载吸尘器"
"151081021","15108","2","360全景影像","汽车用品,车载电器,360全景影像"
"151091044","15109","2","洗车手套","汽车用品,美容清洗,洗车手套"
"151101070","15110","2","座垫","汽车用品,汽车装饰,座垫"
"151101088","15110","2","防滑贴","汽车用品,汽车装饰,防滑贴"
"151101095","15110","2","车载桌板","汽车用品,汽车装饰,车载桌板"
"151111118","15111","2","摩托车","汽车用品,安全自驾,摩托车"
"151121143","15112","2","功能升级","汽车用品,汽车服务,功能升级"
"151121151","15112","2","驾驶培训","汽车用品,汽车服务,驾驶培训"
"161191220","16119","2","钓鱼服饰","运动健康,垂钓用品,钓鱼服饰"
"161201231","16120","2","泳镜","运动健康,游泳用品,泳镜"
"161201233","16120","2","泳帽","运动健康,游泳用品,泳帽"
"16121","16","1","体育服务","运动健康,体育服务"
"161231256","16123","2","运动护臀","运动健康,运动护具,运动护臀"
"161231259","16123","2","护齿","运动健康,运动护具,护齿"
"161231263","16123","2","助力带","运动健康,运动护具,助力带"
"161231264","16123","2","紧身服/压缩衣","运动健康,运动护具,紧身服/压缩衣"
"161271354","16127","2","滑雪车","运动健康,滑雪运动,滑雪车"
"161281368","16128","2","徒步鞋","运动健康,户外鞋服,徒步鞋"
"161291376","16129","2","帐篷/垫子","运动健康,户外装备,帐篷/垫子"
"16130","16","1","健身训练","运动健康,健身训练"
"161311430","16131","2","高尔夫一号木","运动健康,体育用品,高尔夫一号木"
"161311433","16131","2","高尔夫球","运动健康,体育用品,高尔夫球"
"161311523","16131","2","网球线","运动健康,体育用品,网球线"
"17135","17","1","静态模型","玩具乐器,静态模型"
"171371572","17137","2","电影周边","玩具乐器,潮玩/动漫,电影周边"
"171381583","17138","2","早教磁性贴","玩具乐器,早教/智能玩具,早教磁性贴"
"17140","17","1","绘画/DIY","玩具乐器,绘画/DIY"
"171461632","17146","2","阮","玩具乐器,民族弹拨乐器,阮"
"171471641","17147","2","马头琴","玩具乐器,民族拉弦乐器,马头琴"
"171481650","17148","2","其它西洋打击乐器","玩具乐器,西洋打击乐器,其它西洋打击乐器"
"171541688","17154","2","手偶/安抚玩偶","玩具乐器,响铃/安抚玩具,手偶/安抚玩偶"
"171541693","17154","2","床铃/床挂","玩具乐器,响铃/安抚玩具,床铃/床挂"
"171601711","17160","2","车模","玩具乐器,油动/电动模型,车模"
"171631726","17163","2","大型组合游乐设备","玩具乐器,户外玩具/游乐设施,大型组合游乐设备"
"17164","17","1","健身架/爬行学步玩具","玩具乐器,健身架/爬行学步玩具"
"171641735","17164","2","幼儿学爬玩具","玩具乐器,健身架/爬行学步玩具,幼儿学爬玩具"
"18173","18","1","游戏","彩票、旅行、充值、票务,游戏"
"191751778","19175","2","车厘子/樱桃","生鲜,水果,车厘子/樱桃"
"191791832","19179","2","披萨","生鲜,面点烘焙,披萨"
"191821842","19182","2","根茎类","生鲜,蔬菜,根茎类"
"028","02","2","商务投资","图书、音像、电子书刊,英文原版,商务投资"
"0633","06","2","金融与投资","图书、音像、电子书刊,经管励志,金融与投资"
"0843","08","2","建筑","图书、音像、电子书刊,科技,建筑"
"09","0","1","教育","图书、音像、电子书刊,教育"
"0948","09","2","中小学教辅","图书、音像、电子书刊,教育,中小学教辅"
"01055","010","2","文化/学术","图书、音像、电子书刊,港台图书,文化/学术"
"11472","114","2","手机存储卡","手机,手机配件,手机存储卡"
"21797","217","2","洗衣机","家用电器,大 家 电,洗衣机"
"217100","217","2","移动空调","家用电器,大 家 电,移动空调"
"218104","218","2","油烟机","家用电器,厨卫大电,油烟机"
"218110","218","2","燃气热水器","家用电器,厨卫大电,燃气热水器"
"219141","219","2","厨师机/和面机","家用电器,厨房小电,厨师机/和面机"
"220145","220","2","扫地机器人","家用电器,生活电器,扫地机器人"
"222217","222","2","煮面桶","家用电器,商用电器,煮面桶"
"326240","326","2","微单相机","数码,摄影摄像,微单相机"
"326249","326","2","数码相框","数码,摄影摄像,数码相框"
"327256","327","2","相机清洁/贴膜","数码,数码配件,相机清洁/贴膜"
"433295","433","2","收纳盒","家居家装,收纳用品,收纳盒"
"435","4","1","家装软饰","家居家装,家装软饰"
"436317","436","2","宠物零食","家居家装,宠物生活,宠物零食"
"537326","537","2","平板电脑配件","电脑办公,电脑整机,平板电脑配件"
"543391","543","2","学生文具","电脑办公,文具,学生文具"
"648416","648","2","汤锅","厨具,烹饪锅具,汤锅"
"651439","651","2","陶瓷/马克杯","厨具,水具酒具,陶瓷/马克杯"
"654457","654","2","茶杯","厨具,茶具,茶杯"
"654463","654","2","其他","厨具,茶具,其他"
"759510","759","2","香水","个护化妆,香水彩妆,香水"
"860534","860","2","卫衣","服饰内衣,女装,卫衣"
"860550","860","2","中老年女装","服饰内衣,女装,中老年女装"
"860557","860","2","短裤","服饰内衣,女装,短裤"
"861580","861","2","西裤","服饰内衣,男装,西裤"
"863614","863","2","服装洗护","服饰内衣,洗衣服务,服装洗护"
"864625","864","2","游泳镜","服饰内衣,服饰配件,游泳镜"
"1070683","1070","2","坡跟鞋","鞋靴,时尚女鞋,坡跟鞋"
"1174712","1174","2","孕产妇洗护","母婴,妈妈专区,孕产妇洗护"
"1175725","1175","2","外套/大衣","母婴,童装,外套/大衣"
"1176741","1176","2","安全座椅","母婴,安全座椅,安全座椅"
"1177747","1177","2","皮鞋","母婴,童鞋,皮鞋"
"1280776","1280","2","饰品","礼品箱包,奢侈品,饰品"
"1491857","1491","2","手链/脚链","珠宝,时尚饰品,手链/脚链"
"1495","14","1","金银投资","珠宝,金银投资"
"1495883","1495","2","投资金","珠宝,金银投资,投资金"
"1496890","1496","2","银手镯","珠宝,银饰,银手镯"
"1497","14","1","钻石","珠宝,钻石"
"14100914","14100","2","葡萄石","珠宝,彩宝,葡萄石"
"14101916","14101","2","和田玉项链","珠宝,和田玉,和田玉项链"
"14102926","14102","2","铂金耳饰","珠宝,铂金,铂金耳饰"
"15107963","15107","2","氙气灯","汽车用品,维修保养,氙气灯"
"15107965","15107","2","燃油滤清器","汽车用品,维修保养,燃油滤清器"
"15107968","15107","2","LED车灯","汽车用品,维修保养,LED车灯"
"15108","15","1","车载电器","汽车用品,车载电器"
"151091043","15109","2","洗车刷","汽车用品,美容清洗,洗车刷"
"151101072","15110","2","座套","汽车用品,汽车装饰,座套"
"151101076","15110","2","香水","汽车用品,汽车装饰,香水"
"151111105","15111","2","其它摩托车配件","汽车用品,安全自驾,其它摩托车配件"
"16",,"0","运动健康",
"161141158","16114","2","休闲鞋","运动健康,运动鞋包,休闲鞋"
"161141160","16114","2","板鞋","运动健康,运动鞋包,板鞋"
"161141162","16114","2","足球鞋","运动健康,运动鞋包,足球鞋"
"161151170","16115","2","夹克/风衣","运动健康,运动服饰,夹克/风衣"
"161181209","16118","2","公路车","运动健康,骑行运动,公路车"
"161231267","16123","2","护臂","运动健康,运动护具,护臂"
"161241300","16124","2","瑜伽绳","运动健康,瑜伽舞蹈,瑜伽绳"
"161261334","16126","2","冰球杆","运动健康,冰上运动,冰球杆"
"161261335","16126","2","冰球鞋","运动健康,冰上运动,冰球鞋"
